word;stemmed;sequence number;word count;negative;positive;uncertainty;litigious;constraining;superfluous;interesting
extraditions;extradit;26516;8;0;0;0;0;0;0;0
extrajudicial;extrajudici;26517;741;0,375;0,125;0;2014;0;0;0
extralateral;extralater;26518;305;0;0;0;0;0;0;0
extralegal;extraleg;26519;5;0,75;0;0;0;0;0;0
extramarital;extramarit;26520;0;0,5;0,125;0;0;0;0;0
extramural;extramur;26521;163;0;0;0;0;0;0;0
extraneous;extran;26522;1475;0,375;0,25;0;0;0;0;0
extraneously;extran;26523;2;0;0;0;0;0;0;0
extranet;extranet;26524;3733;0;0;0;0;0;0;0
extranets;extranet;26525;2723;0;0;0;0;0;0;0
extraordinarily;extraordinarili;26526;2827;0,375;0;0;0;0;0;0
extraordinary;extraordinari;26527;505632;0;0;0;0;0;0;2009
extrapolate;extrapol;26528;2308;0,25;0,25;0;0;0;0;0
extrapolated;extrapol;26529;9493;0;0;0;0;0;0;0
extrapolates;extrapol;26530;281;0;0;0;0;0;0;0
extrapolating;extrapol;26531;1334;0;0;0;0;0;0;0
extrapolation;extrapol;26532;5050;0;0;0;0;0;0;0
extrapolations;extrapol;26533;1544;0;0;0;0;0;0;0
extras;extra;26534;1190;0;0;0;0;0;0;0
extrasensory;extrasensori;26535;0;0,25;0;0;0;0;0;0
extraterrestrial;extraterrestri;26536;28;0;0;0;0;0;0;0
extraterrestrials;extraterrestri;26537;3;0;0;0;0;0;0;0
extraterritorial;extraterritori;26538;3603;0;0;0;0;0;0;0
extraterritorialities;extraterritori;26539;0;0;0;0;0;0;0;0
extraterritoriality;extraterritori;26540;28;0;0;0;0;0;0;0
extravagance;extravag;26541;17;0;0,625;0;0;0;0;0
extravagances;extravag;26542;1;0;0;0;0;0;0;0
extravagant;extravag;26543;400;0,375;0,125;0;0;0;0;0
extravagantly;extravagantli;26544;17;0;0;0;0;0;0;0
extravaganza;extravaganza;26545;131;0;0;0;0;0;0;0
extravaganzas;extravaganza;26546;63;0;0;0;0;0;0;0
extravehicular;extravehicular;26547;26;0;0;0;0;0;0;0
extravert;extravert;26548;0;0;0;0;0;0;0;0
extraverts;extravert;26549;0;0;0;0;0;0;0;0
extreme;extrem;26550;98331;0;0;0;0;0;0;0
extremely;extrem;26551;159013;0;0,625;0;0;0;0;0
extremeness;extrem;26552;0;0,25;0,75;0;0;0;0;0
extremenesses;extrem;26553;0;0;0;0;0;0;0;0
extremer;extrem;26554;120;0;0;0;0;0;0;0
extremes;extrem;26555;2487;0;0;0;0;0;0;0
extremest;extremest;26556;0;0;0;0;0;0;0;0
extremism;extrem;26557;51;0;0;0;0;0;0;0
extremisms;extrem;26558;0;0;0;0;0;0;0;0
extremist;extremist;26559;278;0;0;0;0;0;0;0
extremists;extremist;26560;226;0;0;0;0;0;0;0
extremities;extrem;26561;2849;0;0;0;0;0;0;0
extremity;extrem;26562;3958;0;0;0;0;0;0;0
extricable;extric;26563;0;0;0,75;0;0;0;0;0
extricate;extric;26564;102;0,25;0;0;0;0;0;0
extricated;extric;26565;28;0;0;0;0;0;0;0
extricates;extric;26566;1;0;0;0;0;0;0;0
extricating;extric;26567;34;0;0;0;0;0;0;0
extrication;extric;26568;89;0;0;0;0;0;0;0
extrications;extric;26569;0;0;0;0;0;0;0;0
extrinsic;extrins;26570;2908;0,625;0;0;0;0;0;0
extrinsically;extrins;26571;5;0;0;0;0;0;0;0
extroversion;extrovers;26572;3;0,25;0,125;0;0;0;0;0
extroversions;extrovers;26573;0;0;0;0;0;0;0;0
extrovert;extrovert;26574;0;0;0;0;0;0;0;0
extroverted;extrovert;26575;1;0;0;0;0;0;0;0
extroverts;extrovert;26576;0;0;0;0;0;0;0;0
extrude;extrud;26577;757;0;0;0;0;0;0;0
extruded;extrud;26578;8978;0;0;0;0;0;0;0
extruder;extrud;26579;1102;0;0;0;0;0;0;0
extruders;extrud;26580;1127;0;0;0;0;0;0;0
extrudes;extrud;26581;522;0;0;0;0;0;0;0
extruding;extrud;26582;773;0;0;0;0;0;0;0
extrusion;extrus;26583;15887;0;0;0;0;0;0;0
extrusions;extrus;26584;5942;0;0;0;0;0;0;0
extrusive;extrus;26585;468;0;0;0;0;0;0;0
exuberance;exuber;26586;83;0;0,5;0;0;0;0;0
exuberances;exuber;26587;0;0;0;0;0;0;0;0
exuberant;exuber;26588;50;0,375;0,125;0;0;0;0;0
exuberantly;exuberantli;26589;0;0;0,25;0;0;0;0;0
exudation;exud;26590;6;0;0;0;0;0;0;0
exudations;exud;26591;1;0;0;0;0;0;0;0
exude;exud;26592;32;0;0;0;0;0;0;0
exuded;exud;26593;14;0;0;0;0;0;0;0
exudes;exud;26594;33;0;0;0;0;0;0;0
exuding;exud;26595;126;0;0;0;0;0;0;0
exult;exult;26596;258;0,5;0,5;0;0;0;0;0
exultant;exult;26597;1;0,375;0,375;0;0;0;0;0
exultantly;exultantli;26598;0;0;0,25;0;0;0;0;0
exultation;exult;26599;0;0,375;0;0;0;0;0;0
exultations;exult;26600;0;0;0;0;0;0;0;0
exulted;exult;26601;1;0;0;0;0;0;0;0
exulting;exult;26602;2;0,375;0,375;0;0;0;0;0
exults;exult;26603;0;0;0;0;0;0;0;0
exurb;exurb;26604;0;0;0;0;0;0;0;0
exurban;exurban;26605;493;0;0;0;0;0;0;0
exurbanite;exurbanit;26606;0;0;0;0;0;0;0;0
exurbanites;exurbanit;26607;0;0;0;0;0;0;0;0
exurbia;exurbia;26608;0;0;0;0;0;0;0;0
exurbias;exurbia;26609;0;0;0;0;0;0;0;0
exurbs;exurb;26610;0;0;0;0;0;0;0;0
eye;eye;26611;52557;0;0;0;0;0;0;0
eyeball;eyebal;26612;158;0;0,125;0;0;0;0;0
eyeballed;eyebal;26613;0;0;0;0;0;0;0;0
eyeballing;eyebal;26614;4;0;0;0;0;0;0;0
eyeballs;eyebal;26615;48;0;0;0;0;0;0;0
eyebrow;eyebrow;26616;214;0;0;0;0;0;0;0
eyebrows;eyebrow;26617;35;0;0;0;0;0;0;0
eyecare;eyecar;26618;1533;0;0;0;0;0;0;0
eyed;eye;26619;24;0,125;0;0;0;0;0;0
eyedropper;eyedropp;26620;7;0;0;0;0;0;0;0
eyedroppers;eyedropp;26621;0;0;0;0;0;0;0;0
eyeful;eye;26622;0;0;0,5;0;0;0;0;0
eyefuls;eye;26623;0;0;0;0;0;0;0;0
eyeglass;eyeglass;26624;2601;0;0;0;0;0;0;0
eyeglasses;eyeglass;26625;3177;0;0;0;0;0;0;0
eyeing;eye;26626;18;0;0;0;0;0;0;0
eyelash;eyelash;26627;202;0;0;0;0;0;0;0
eyelashes;eyelash;26628;87;0;0;0;0;0;0;0
eyeless;eyeless;26629;0;0,375;0,125;0;0;0;0;0
eyelet;eyelet;26630;76;0;0;0;0;0;0;0
eyelets;eyelet;26631;102;0;0;0;0;0;0;0
eyelid;eyelid;26632;284;0;0;0;0;0;0;0
eyelids;eyelid;26633;142;0;0;0;0;0;0;0
eyeliner;eyelin;26634;66;0;0,25;0;0;0;0;0
eyeliners;eyelin;26635;166;0;0;0;0;0;0;0
eyeopener;eyeopen;26636;77;0;0;0;0;0;0;0
eyeopeners;eyeopen;26637;0;0;0;0;0;0;0;0
eyeopening;eyeopen;26638;0;0;0;0;0;0;0;0
eyepiece;eyepiec;26639;88;0;0;0;0;0;0;0
eyepieces;eyepiec;26640;61;0;0;0;0;0;0;0
eyes;eye;26641;8386;0,25;0,5;0;0;0;0;0
eyesight;eyesight;26642;309;0,125;0;0;0;0;0;0
eyesights;eyesight;26643;0;0;0;0;0;0;0;0
eyesore;eyesor;26644;54;0,625;0,125;0;0;0;0;0
eyesores;eyesor;26645;11;0;0;0;0;0;0;0
eyestrain;eyestrain;26646;25;0;0;0;0;0;0;0
eyestrains;eyestrain;26647;0;0;0;0;0;0;0;0
eyeteeth;eyeteeth;26648;0;0;0;0;0;0;0;0
eyetooth;eyetooth;26649;0;0;0;0;0;0;0;0
eyewash;eyewash;26650;119;0;0;0;0;0;0;0
eyewashes;eyewash;26651;5;0;0;0;0;0;0;0
eyewear;eyewear;26652;14250;0;0;0;0;0;0;0
eyewitness;eyewit;26653;21;0;0;0;0;0;0;0
eyewitnesses;eyewit;26654;2;0;0;0;0;0;0;0
eying;eye;26655;6;0;0;0;0;0;0;0
eyrie;eyri;26656;0;0;0,5;0;0;0;0;0
eyries;eyri;26657;0;0;0;0;0;0;0;0
eyry;eyri;26658;0;0;0,5;0;0;0;0;0
fa;fa;26659;14990;0;0;0;0;0;0;0
fable;fabl;26660;21;0;0,125;0;0;0;0;0
fabled;fabl;26661;19;0,625;0;0;0;0;0;0
fables;fabl;26662;44;0;0;0;0;0;0;0
fabless;fabless;26663;7304;0;0;0;0;0;0;0
fabric;fabric;26664;43698;0;0;0;0;0;0;0
fabricate;fabric;26665;11765;0;0;0;0;0;0;0
fabricated;fabric;26666;33239;0;0;0;0;0;0;0
fabricates;fabric;26667;3964;0;0;0;0;0;0;0
fabricating;fabric;26668;8789;0;0;0;0;0;0;0
fabrication;fabric;26669;139005;0;0;0;0;0;0;0
fabrications;fabric;26670;2578;0;0;0;0;0;0;0
fabricator;fabric;26671;4328;0;0;0;0;0;0;0
fabricators;fabric;26672;9695;0;0;0;0;0;0;0
fabrics;fabric;26673;52306;0;0;0;0;0;0;0
fabs;fab;26674;3362;0;0;0;0;0;0;0
fabulous;fabul;26675;196;0,125;0,875;0;0;0;0;0
fabulously;fabul;26676;2;0;0,25;0;0;0;0;0
facade;facad;26677;2699;0,5;0;0;0;0;0;0
facades;facad;26678;1034;0;0;0;0;0;0;0
face;face;26679;1064968;0,5;0;0;0;0;0;0
facecloth;facecloth;26680;0;0;0;0;0;0;0;0
facecloths;facecloth;26681;1;0;0;0;0;0;0;0
faced;face;26682;72312;0;0;0;0;0;0;0
faceless;faceless;26683;20;0,5;0;0;0;0;0;0
facelift;facelift;26684;203;0;0;0;0;0;0;0
facelifts;facelift;26685;70;0;0;0;0;0;0;0
faces;face;26686;102125;0;0;0;0;0;0;0
facet;facet;26687;2889;0;0;0;0;0;0;0
faceted;facet;26688;227;0;0;0;0;0;0;0
faceting;facet;26689;325;0;0;0;0;0;0;0
facetious;faceti;26690;0;0;0,625;0;0;0;0;0
facetiously;faceti;26691;0;0,125;0;0;0;0;0;0
facetiousness;faceti;26692;0;0,125;0,625;0;0;0;0;0
facetiousnesses;faceti;26693;0;0;0;0;0;0;0;0
facets;facet;26694;8778;0;0;0;0;0;0;0
facetted;facet;26695;1;0;0;0;0;0;0;0
facetting;facet;26696;0;0;0;0;0;0;0;0
facial;facial;26697;11800;0;0;0;0;0;0;0
facially;facial;26698;258;0;0;0;0;0;0;0
facials;facial;26699;184;0;0;0;0;0;0;0
facie;faci;26700;29710;0;0;0;2009;0;0;0
facile;facil;26701;173;0;0,5;0;0;0;0;0
facilely;facil;26702;0;0;0;0;0;0;0;0
facilitate;facilit;26703;391174;0;0,375;0;0;0;0;0
facilitated;facilit;26704;23561;0;0;0;0;0;0;0
facilitates;facilit;26705;41449;0;0;0;0;0;0;0
facilitating;facilit;26706;59855;0;0;0;0;0;0;0
facilitation;facilit;26707;9056;0;0;0;0;0;0;0
facilitations;facilit;26708;62;0;0;0;0;0;0;0
facilitator;facilit;26709;2963;0;0;0;0;0;0;0
facilitators;facilit;26710;1082;0;0;0;0;0;0;0
facilities;facil;26711;5236262;0;0;0;0;0;0;0
facility;facil;26712;7257762;0;0;0;0;0;0;0
facing;face;26713;82129;0,25;0;0;0;0;0;0
facings;face;26714;786;0;0;0;0;0;0;0
facsimile;facsimil;26715;610522;0,125;0,375;0;0;0;0;0
facsimiled;facsimil;26716;322;0;0;0;0;0;0;0
facsimileing;facsimil;26717;0;0;0;0;0;0;0;0
facsimiles;facsimil;26718;10786;0;0;0;0;0;0;0
fact;fact;26719;3221714;0;0;0;0;0;0;0
faction;faction;26720;1174;0;0;0;0;0;0;0
factional;faction;26721;220;0;0;0;0;0;0;0
factionalism;faction;26722;8;0;0;0;0;0;0;0
factionalisms;faction;26723;0;0;0;0;0;0;0;0
factions;faction;26724;238;0;0;0;0;0;0;0
factious;factiou;26725;0;0,5;0;0;0;0;0;0
factitious;factiti;26726;2;0,75;0;0;0;0;0;0
facto;facto;26727;17662;0;0;0;2011;0;0;0
factoid;factoid;26728;11;0;0;0;0;0;0;0
factoids;factoid;26729;2;0;0;0;0;0;0;0
factor;factor;26730;563440;0;0;0;0;0;0;0
factored;factor;26731;31023;0;0;0;0;0;0;0
factorial;factori;26732;53;0;0;0;0;0;0;0
factorials;factori;26733;0;0;0;0;0;0;0;0
factories;factori;26734;27215;0;0;0;0;0;0;0
factoring;factor;26735;71859;0;0;0;0;0;0;0
factors;factor;26736;6764403;0;0;0;0;0;0;0
factory;factori;26737;104253;0;0;0;0;0;0;0
factotum;factotum;26738;0;0;0;0;0;0;0;0
factotums;factotum;26739;0;0;0;0;0;0;0;0
facts;fact;26740;768496;0;0;0;0;0;0;0
factsheet;factsheet;26741;46;0;0;0;0;0;0;0
factual;factual;26742;95042;0;0,5;0;0;0;0;0
factually;factual;26743;4333;0;0,25;0;0;0;0;0
facultative;facult;26744;15931;0,125;0;0;0;0;0;0
faculties;faculti;26745;994;0;0;0;0;0;0;0
faculty;faculti;26746;18645;0;0;0;0;0;0;0
fad;fad;26747;2733;0;0,25;0;0;0;0;0
faddish;faddish;26748;14;0;0,125;0;0;0;0;0
faddist;faddist;26749;0;0;0;0;0;0;0;0
faddists;faddist;26750;0;0;0;0;0;0;0;0
fade;fade;26751;798;0;0;0;0;0;0;0
faded;fade;26752;352;0,375;0;0;0;0;0;0
fades;fade;26753;158;0;0;0;0;0;0;0
fading;fade;26754;958;0,125;0;0;0;0;0;0
fads;fad;26755;492;0;0;0;0;0;0;0
faecal;faecal;26756;7;0,25;0;0;0;0;0;0
faeces;faec;26757;3;0;0;0;0;0;0;0
faerie;faeri;26758;1;0;0,25;0;0;0;0;0
faeries;faeri;26759;0;0;0;0;0;0;0;0
faery;faeri;26760;6;0;0,25;0;0;0;0;0
fag;fag;26761;649;0;0;0;0;0;0;0
fagged;fag;26762;0;0,25;0,375;0;0;0;0;0
fagging;fag;26763;0;0;0;0;0;0;0;0
faggot;faggot;26764;1;0;0;0;0;0;0;0
faggoting;faggot;26765;0;0;0;0;0;0;0;0
faggotings;faggot;26766;0;0;0;0;0;0;0;0
faggots;faggot;26767;0;0;0;0;0;0;0;0
fagot;fagot;26768;18;0;0;0;0;0;0;0
fagoting;fagot;26769;0;0;0;0;0;0;0;0
fagotings;fagot;26770;0;0;0;0;0;0;0;0
fagots;fagot;26771;0;0;0;0;0;0;0;0
fags;fag;26772;1;0;0;0;0;0;0;0
faience;faienc;26773;3;0,25;0;0;0;0;0;0
faiences;faienc;26774;5;0;0;0;0;0;0;0
fail;fail;26775;1089539;0,5;0;0;0;0;0;0
failed;fail;26776;466183;0,5;0;0;0;0;0;0
failing;fail;26777;147752;0,5;0,5;0;0;0;0;0
failings;fail;26778;221;0,5;0;0;0;0;0;0
faille;faill;26779;1;0;0;0;0;0;0;0
failles;faill;26780;3;0;0;0;0;0;0;0
failover;failov;26781;1348;0;0;0;0;0;0;0
fails;fail;26782;755679;0,5;0;0;0;0;0;0
failsafe;failsaf;26783;560;0;0;0;0;0;0;0
failure;failur;26784;3829775;0,625;0;0;0;0;0;0
failures;failur;26785;272097;0,5;0;0;0;0;0;0
fain;fain;26786;291;0;0,125;0;0;0;0;0
fainer;fainer;26787;0;0;0;0;0;0;0;0
fainest;fainest;26788;0;0;0;0;0;0;0;0
faint;faint;26789;118;0;0,125;0;0;0;0;0
fainted;faint;26790;4;0;0;0;0;0;0;0
fainter;fainter;26791;5;0;0;0;0;0;0;0
faintest;faintest;26792;1;0;0;0;0;0;0;0
fainthearted;faintheart;26793;0;0,5;0,125;0;0;0;0;0
fainting;faint;26794;260;0;0;0;0;0;0;0
faintly;faintli;26795;1;0;0;0;0;0;0;0
faintness;faint;26796;32;0,25;0,5;0;0;0;0;0
faintnesses;faint;26797;0;0;0;0;0;0;0;0
faints;faint;26798;0;0;0;0;0;0;0;0
fair;fair;26799;16948378;0;0,25;0;0;0;0;0
fairer;fairer;26800;258;0;0;0;0;0;0;0
fairest;fairest;26801;126;0;0;0;0;0;0;0
fairground;fairground;26802;89;0;0;0;0;0;0;0
fairgrounds;fairground;26803;318;0;0;0;0;0;0;0
fairies;fairi;26804;26;0;0;0;0;0;0;0
fairing;fair;26805;220;0;0;0;0;0;0;0
fairings;fair;26806;385;0;0;0;0;0;0;0
fairly;fairli;26807;2787949;0;0,375;0;0;0;0;0
fairness;fair;26808;51874;0;0,125;0;0;0;0;0
fairnesses;fair;26809;0;0;0;0;0;0;0;0
fairs;fair;26810;5752;0;0;0;0;0;0;0
fairway;fairway;26811;4092;0;0;0;0;0;0;0
fairways;fairway;26812;1525;0;0;0;0;0;0;0
fairy;fairi;26813;214;0;0;0;0;0;0;0
fairyland;fairyland;26814;8;0;0,25;0;0;0;0;0
fairylands;fairyland;26815;2;0;0;0;0;0;0;0
faith;faith;26816;1291556;0;0;0;0;0;0;0
faithful;faith;26817;32132;0;0,625;0;0;0;0;0
faithfully;faith;26818;41219;0;0,25;0;0;0;0;0
faithfulness;faith;26819;6055;0,25;0,625;0;0;0;0;0
faithfulnesses;faith;26820;0;0;0;0;0;0;0;0
faithfuls;faith;26821;0;0;0;0;0;0;0;0
faithless;faithless;26822;20;0,125;0,5;0;0;0;0;0
faithlessly;faithlessli;26823;0;0;0,25;0;0;0;0;0
faithlessness;faithless;26824;0;0,25;0,125;0;0;0;0;0
faithlessnesses;faithless;26825;0;0;0;0;0;0;0;0
faiths;faith;26826;51;0;0;0;0;0;0;0
fajita;fajita;26827;78;0;0;0;0;0;0;0
fajitas;fajita;26828;506;0;0;0;0;0;0;0
fake;fake;26829;604;0,875;0;0;0;0;0;0
faked;fake;26830;12;0;0;0;0;0;0;0
faker;faker;26831;0;0,125;0;0;0;0;0;0
fakers;faker;26832;0;0;0;0;0;0;0;0
fakes;fake;26833;43;0;0;0;0;0;0;0
faking;fake;26834;2;0;0;0;0;0;0;0
fakir;fakir;26835;2;0;0;0;0;0;0;0
fakirs;fakir;26836;0;0;0;0;0;0;0;0
falcon;falcon;26837;9243;0;0;0;0;0;0;0
falconer;falcon;26838;118;0;0;0;0;0;0;0
falconers;falcon;26839;0;0;0;0;0;0;0;0
falconries;falconri;26840;0;0;0;0;0;0;0;0
falconry;falconri;26841;17;0;0;0;0;0;0;0
falcons;falcon;26842;70;0;0;0;0;0;0;0
fall;fall;26843;373966;0;0;0;0;0;0;0
fallacies;fallaci;26844;0;0;0;0;0;0;0;0
fallacious;fallaci;26845;4;0,75;0,125;0;0;0;0;0
fallaciously;fallaci;26846;0;0;0;0;0;0;0;0
fallacy;fallaci;26847;20;0,5;0,25;0;0;0;0;0
fallback;fallback;26848;614;0;0;0;0;0;0;0
fallen;fallen;26849;22625;0,25;0;0;0;0;0;0
fallibilities;fallibl;26850;0;0;0;0;0;0;0;0
fallibility;fallibl;26851;19;0;0;0;0;0;0;0
fallible;fallibl;26852;16;0,25;0;0;0;0;0;0
fallibleness;fallibl;26853;0;0;0;0;0;0;0;0
falliblenesses;fallibl;26854;0;0;0;0;0;0;0;0
fallibly;fallibl;26855;0;0;0;0;0;0;0;0
falling;fall;26856;99728;0;0,25;0;0;0;0;0
falloff;falloff;26857;354;0,125;0,375;0;0;0;0;0
falloffs;falloff;26858;61;0;0;0;0;0;0;0
fallout;fallout;26859;4322;0,25;0;0;0;0;0;0
fallouts;fallout;26860;480;0;0;0;0;0;0;0
fallow;fallow;26861;152;0;0,125;0;0;0;0;0
fallowed;fallow;26862;29;0;0;0;0;0;0;0
fallowing;fallow;26863;133;0;0;0;0;0;0;0
fallows;fallow;26864;9;0;0;0;0;0;0;0
falls;fall;26865;185064;0;0;0;0;0;0;0
falsehood;falsehood;26867;854;0;0;0;0;0;0;0
falsehoods;falsehood;26868;87;0;0;0;0;0;0;0
falsely;fals;26869;4852;0,5;0;0;0;0;0;0
falseness;fals;26870;142;0;0;0;0;0;0;0
falsenesses;fals;26871;0;0;0;0;0;0;0;0
falser;falser;26872;0;0;0;0;0;0;0;0
falsest;falsest;26873;0;0;0;0;0;0;0;0
falsetto;falsetto;26874;2;0,125;0,375;0;0;0;0;0
falsettos;falsetto;26875;0;0;0;0;0;0;0;0
falsie;falsi;26876;0;0;0;0;0;0;0;0
falsies;falsi;26877;0;0;0;0;0;0;0;0
falsification;falsif;26878;3787;0,5;0;0;0;0;0;0
falsifications;falsif;26879;37;0,5;0;0;0;0;0;0
falsified;falsifi;26880;1593;0,5;0;0;0;0;0;0
falsifier;falsifi;26881;0;0;0;0;0;0;0;0
falsifiers;falsifi;26882;0;0;0;0;0;0;0;0
falsifies;falsifi;26883;207;0,5;0;0;0;0;0;0
falsify;falsifi;26884;872;0,5;0;0;0;0;0;0
falsifying;falsifi;26885;2945;0,5;0;0;0;0;0;0
falsities;falsiti;26886;15;0;0;0;0;0;0;0
falsity;falsiti;26887;2825;0,5;0;0;0;0;0;0
falter;falter;26888;374;0;0;0;0;0;0;0
faltered;falter;26889;197;0;0;0;0;0;0;0
faltering;falter;26890;518;0;0;0;0;0;0;0
falteringly;falteringli;26891;0;0,125;0;0;0;0;0;0
falters;falter;26892;152;0;0;0;0;0;0;0
fame;fame;26893;3411;0;0,5;0;0;0;0;0
famed;fame;26894;401;0;0,375;0;0;0;0;0
fames;fame;26895;3;0;0;0;0;0;0;0
familial;famili;26896;4033;0;0;0;0;0;0;0
familiar;familiar;26897;64389;0;0,5;0;0;0;0;0
familiarities;familiar;26898;2;0;0;0;0;0;0;0
familiarity;familiar;26899;18031;0;0;0;0;0;0;0
familiarization;familiar;26900;1080;0;0;0;0;0;0;0
familiarizations;familiar;26901;0;0;0;0;0;0;0;0
familiarize;familiar;26902;3350;0;0,125;0;0;0;0;0
familiarized;familiar;26903;463;0;0;0;0;0;0;0
familiarizes;familiar;26904;57;0;0;0;0;0;0;0
familiarizing;familiar;26905;589;0;0;0;0;0;0;0
familiarly;familiarli;26906;19;0;0,125;0;0;0;0;0
familiars;familiar;26907;0;0;0;0;0;0;0;0
families;famili;26908;92015;0;0;0;0;0;0;0
family;famili;26909;687346;0;0;0;0;0;0;0
famine;famin;26910;232;0,25;0;0;0;0;0;0
famines;famin;26911;13;0;0;0;0;0;0;0
famish;famish;26912;38;0;0;0;0;0;0;0
famished;famish;26913;99;0,625;0,25;0;0;0;0;0
famishes;famish;26914;1;0;0;0;0;0;0;0
famishing;famish;26915;3;0;0;0;0;0;0;0
famous;famou;26916;5809;0;0,375;0;0;0;0;0
famously;famous;26917;52;0;0;0;0;0;0;0
fan;fan;26918;18350;0;0,125;0;0;0;0;0
fanatic;fanat;26919;119;0,125;0,125;0;0;0;0;0
fanatical;fanat;26920;69;0,5;0,375;0;0;0;0;0
fanatically;fanat;26921;1;0;0,25;0;0;0;0;0
fanaticism;fanatic;26922;8;0,5;0;0;0;0;0;0
fanaticisms;fanatic;26923;0;0;0;0;0;0;0;0
fanatics;fanat;26924;102;0;0;0;0;0;0;0
fancied;fanci;26925;0;0;0;0;0;0;0;0
fancier;fancier;26926;15;0;0;0;0;0;0;0
fanciers;fancier;26927;1;0;0;0;0;0;0;0
fancies;fanci;26928;14;0;0;0;0;0;0;0
fanciest;fanciest;26929;1;0;0;0;0;0;0;0
fanciful;fanci;26930;86;0,25;0,5;0;0;0;0;0
fancifully;fanci;26931;0;0;0,125;0;0;0;0;0
fancifulness;fanci;26932;0;0;0;0;0;0;0;0
fancifulnesses;fanci;26933;0;0;0;0;0;0;0;0
fancily;fancili;26934;0;0;0;0;0;0;0;0
fanciness;fanci;26935;0;0;0;0;0;0;0;0
fancinesses;fanci;26936;0;0;0;0;0;0;0;0
fancy;fanci;26937;509;0,375;0;0;0;0;0;0
fancying;fanci;26938;0;0;0;0;0;0;0;0
fancywork;fancywork;26939;0;0;0;0;0;0;0;0
fancyworks;fancywork;26940;0;0;0;0;0;0;0;0
fandango;fandango;26941;622;0;0;0;0;0;0;0
fandangoes;fandango;26942;0;0;0;0;0;0;0;0
fandangos;fandango;26943;0;0;0;0;0;0;0;0
fanfare;fanfar;26944;127;0;0;0;0;0;0;0
fanfares;fanfar;26945;13;0;0;0;0;0;0;0
fang;fang;26946;1848;0;0;0;0;0;0;0
fanged;fang;26947;0;0;0;0;0;0;0;0
fangs;fang;26948;0;0;0;0;0;0;0;0
fanlight;fanlight;26949;0;0;0;0;0;0;0;0
fanlights;fanlight;26950;0;0;0;0;0;0;0;0
fanned;fan;26951;60;0;0;0;0;0;0;0
fannies;fanni;26952;2;0;0;0;0;0;0;0
fanning;fan;26953;472;0;0;0;0;0;0;0
fanny;fanni;26954;141;0;0;0;0;0;0;0
fans;fan;26955;14956;0;0;0;0;0;0;0
fantail;fantail;26956;16;0;0;0;0;0;0;0
fantails;fantail;26957;0;0;0;0;0;0;0;0
fantasia;fantasia;26958;85;0;0;0;0;0;0;0
fantasias;fantasia;26959;0;0;0;0;0;0;0;0
fantasied;fantasi;26960;0;0;0;0;0;0;0;0
fantasies;fantasi;26961;75;0;0;0;0;0;0;0
fantasize;fantas;26962;0;0;0,375;0;0;0;0;0
fantasized;fantas;26963;0;0;0;0;0;0;0;0
fantasizes;fantas;26964;0;0;0;0;0;0;0;0
fantasizing;fantas;26965;0;0;0;0;0;0;0;0
fantastic;fantast;26966;330;0,375;0,375;0;0;0;0;0
fantastical;fantast;26967;1;0,625;0;0;0;0;0;0
fantastically;fantast;26968;0;0;0,25;0;0;0;0;0
fantasy;fantasi;26969;3111;0,125;0;0;0;0;0;0
fantasying;fantasi;26970;0;0;0;0;0;0;0;0
fanzine;fanzin;26971;158;0;0;0;0;0;0;0
fanzines;fanzin;26972;4;0;0;0;0;0;0;0
far;far;26973;165967;0;0;0;0;0;0;0
farad;farad;26974;147;0;0;0;0;0;0;0
farads;farad;26975;7;0;0;0;0;0;0;0
faraway;faraway;26976;59;0;0;0;0;0;0;0
farce;farc;26977;29;0;0;0;0;0;0;0
farces;farc;26978;0;0;0;0;0;0;0;0
farcical;farcic;26979;0;0,25;0,5;0;0;0;0;0
farcically;farcic;26980;0;0;0,25;0;0;0;0;0
fare;fare;26981;16586;0;0;0;0;0;0;0
fared;fare;26982;840;0;0;0;0;0;0;0
fares;fare;26983;16362;0;0;0;0;0;0;0
farewell;farewel;26984;107;0;0;0;0;0;0;0
farewells;farewel;26985;2;0;0;0;0;0;0;0
farfetched;farfetch;26986;1;0,125;0,625;0;0;0;0;0
farina;farina;26987;181;0;0;0;0;0;0;0
farinaceous;farinac;26988;16;0,125;0,25;0;0;0;0;0
farinas;farina;26989;0;0;0;0;0;0;0;0
faring;fare;26990;169;0;0;0;0;0;0;0
farm;farm;26991;85427;0;0;0;0;0;0;0
farmed;farm;26992;2937;0;0;0;0;0;0;0
farmer;farmer;26993;23727;0;0;0;0;0;0;0
farmers;farmer;26994;36580;0;0;0;0;0;0;0
farmhand;farmhand;26995;42;0;0;0;0;0;0;0
farmhands;farmhand;26996;0;0;0;0;0;0;0;0
farmhouse;farmhous;26997;203;0;0;0;0;0;0;0
farmhouses;farmhous;26998;6;0;0;0;0;0;0;0
farming;farm;26999;28620;0;0;0;0;0;0;0
farmings;farm;27000;1;0;0;0;0;0;0;0
farmland;farmland;27001;10050;0;0;0;0;0;0;0
farmlands;farmland;27002;284;0;0;0;0;0;0;0
farmout;farmout;27003;13948;0;0;0;0;0;0;0
farmouts;farmout;27004;1449;0;0;0;0;0;0;0
farms;farm;27005;44186;0;0;0;0;0;0;0
farmstead;farmstead;27006;70;0;0;0;0;0;0;0
